logical_pct,creative_pct,verbal_pct,social_pct,scientific_pct,practical_pct,age,dominant_profile
1.7757,1.7757,16.4392,1.7757,66.7668,11.4668,9,Scientific-Verbal
1.0754,1.9817,14.8722,8.8356,43.3526,29.8825,7,Practical-Scientific
27.6061,25.4742,0.906,0.906,24.4295,20.6782,6,Creative-Logical
2.5906,1.2418,1.2418,23.743,16.5032,54.6795,14,Practical-Social
25.3873,24.7789,1.6399,1.6399,1.6399,44.9142,4,Logical-Practical
14.0812,50.4872,20.3544,2.1442,2.1442,10.7888,3,Creative-Verbal
22.642,31.7978,1.0634,18.7111,12.1505,13.6353,7,Creative-Logical
2.6189,27.7954,47.2373,2.6189,2.6189,17.1107,9,Creative-Verbal
5.7643,6.2622,34.0476,15.5538,12.7252,25.6469,9,Practical-Verbal
8.8631,13.6275,1.581,1.581,32.4378,41.9095,4,Practical-Scientific
24.008,3.4982,9.7005,2.3495,43.5281,16.9157,3,Logical-Scientific
1.1458,22.266,24.158,11.766,24.934,15.7301,6,Scientific-Verbal
34.0874,29.0411,1.4848,1.4848,1.4848,32.417,12,Logical-Practical
19.0981,27.6661,1.6264,46.349,3.6341,1.6264,10,Creative-Social
8.279,9.6627,26.6603,2.4666,2.4666,50.4649,12,Practical-Verbal
24.5946,0.9195,26.6829,0.9195,12.307,34.5765,13,Practical-Verbal
18.6904,2.0061,51.1139,2.0061,24.1775,2.0061,4,Scientific-Verbal
7.7222,1.9009,45.2743,1.9009,1.9009,41.3009,4,Practical-Verbal
20.1251,1.647,1.647,23.8584,23.957,28.7655,5,Practical-Scientific
3.5735,37.1834,3.5735,3.5735,29.4301,22.6661,9,Creative-Scientific
1.2649,60.0931,24.6918,10.9436,1.7416,1.2649,13,Creative-Verbal
1.1681,38.26,34.9551,1.1681,11.7673,12.6814,9,Creative-Verbal
1.1237,34.1012,12.1367,9.5697,28.2655,14.8032,4,Creative-Scientific
8.1934,0.9352,0.9352,30.2976,34.3017,25.3369,4,Scientific-Social
1.061,24.339,11.5911,1.061,30.0775,31.8704,14,Practical-Scientific
2.4317,33.7153,2.4317,20.3482,2.4317,38.6414,7,Creative-Practical
1.6928,30.9499,21.2273,1.6928,32.598,11.8391,11,Creative-Scientific
13.5022,9.6909,2.3062,3.4115,68.7831,2.3062,6,Logical-Scientific
8.4335,1.3702,31.6954,39.9107,17.22,1.3702,5,Social-Verbal
66.797,1.928,1.928,1.928,25.491,1.928,4,Logical-Scientific
22.3223,12.1723,15.6619,28.0574,21.0263,0.7598,4,Logical-Social
16.9444,14.9477,19.4027,13.932,21.3591,13.4141,9,Scientific-Verbal
37.1845,30.2433,7.8752,1.2938,1.2938,22.1095,4,Creative-Logical
5.7808,20.0581,2.1138,25.943,43.9906,2.1138,5,Scientific-Social
44.5221,16.8916,1.0932,20.5404,15.8595,1.0932,8,Logical-Social
30.7559,11.9606,1.1805,7.358,47.5644,1.1805,13,Logical-Scientific
1.8627,32.0188,22.3968,1.8627,36.9139,4.9451,9,Creative-Scientific
20.2059,41.7532,1.0042,10.0322,1.0042,26.0003,10,Creative-Practical
13.6861,13.7143,7.7972,0.7529,47.9547,16.0948,13,Practical-Scientific
3.4455,33.4878,12.6207,30.0904,19.3102,1.0456,13,Creative-Social
13.5542,1.4792,36.5118,19.9059,1.4792,27.0697,3,Practical-Verbal
12.9898,9.2078,16.2669,20.3862,8.6476,32.5018,4,Practical-Social
1.7559,8.7448,5.7204,1.3919,46.0649,36.322,4,Practical-Scientific
1.0262,1.0262,14.8855,16.1089,34.0196,32.9337,6,Practical-Scientific
13.0279,11.836,47.5221,24.909,1.3525,1.3525,12,Social-Verbal
1.8672,44.1531,12.6901,15.5812,1.8672,23.8412,7,Creative-Practical
32.9129,1.7688,1.7688,1.7688,60.0117,1.7688,8,Logical-Scientific
10.4028,20.3759,1.7747,34.3533,31.3186,1.7747,9,Scientific-Social
18.2075,20.8901,23.4804,32.5665,0.958,3.8976,11,Social-Verbal
1.3627,24.0975,13.4539,25.6949,34.0284,1.3627,9,Scientific-Social
29.1265,2.5588,2.5588,6.8552,14.4011,44.4996,7,Logical-Practical
1.582,28.3227,1.582,17.0402,1.582,49.891,14,Creative-Practical
11.7603,15.8431,20.457,0.9465,33.4069,17.5862,7,Scientific-Verbal
12.8019,34.6762,8.7365,15.3052,27.4831,0.997,13,Creative-Scientific
11.4874,30.819,26.9049,28.788,1.0003,1.0003,7,Creative-Social
2.0587,45.1085,18.3529,2.0587,2.0587,30.3626,10,Creative-Practical
27.2158,29.4463,20.446,11.9306,10.2998,0.6614,9,Creative-Logical
22.0716,1.3192,1.3192,12.8531,1.3192,61.1175,4,Logical-Practical
16.1374,7.0176,17.6633,4.3936,18.7133,36.0747,4,Practical-Scientific
17.764,29.4236,7.0455,43.8279,1.014,0.925,12,Creative-Social
42.297,1.3433,1.3433,1.3433,1.3433,52.33,10,Logical-Practical
2.9438,17.9803,24.8175,15.0648,37.3182,1.8753,13,Scientific-Verbal
16.3781,1.359,30.4746,20.3747,9.6643,21.7494,13,Practical-Verbal
16.7733,7.4947,10.7252,23.2468,20.8112,20.9488,5,Practical-Social
29.9663,7.6484,14.2158,20.7314,26.598,0.8403,13,Logical-Scientific
20.2959,1.7864,48.3272,5.5987,6.1688,17.8229,4,Logical-Verbal
29.4914,20.8978,10.2968,17.9155,1.3309,20.0675,9,Creative-Logical
18.799,1.0878,6.6971,13.944,29.3532,30.1188,13,Practical-Scientific
4.0772,45.9586,4.0772,37.7327,4.0772,4.0772,6,Creative-Social
2.2874,35.4892,33.0549,5.6242,22.4058,1.1384,8,Creative-Verbal
33.3545,7.4086,37.0111,7.4086,7.4086,7.4086,8,Logical-Verbal
8.9237,22.0818,4.1089,31.4052,13.8752,19.6052,9,Creative-Social
2.207,11.5847,36.7974,2.207,44.9969,2.207,9,Scientific-Verbal
1.1789,26.1305,14.139,24.5941,26.1643,7.7932,14,Creative-Scientific
0.777,24.2508,19.7291,18.8951,8.8169,27.531,14,Creative-Practical
26.4678,16.8941,13.9627,27.3778,13.4281,1.8696,6,Logical-Social
0.8266,27.3645,11.744,26.5515,25.8478,7.6657,9,Creative-Social
6.8574,8.1686,21.4294,19.104,30.6755,13.7651,9,Scientific-Verbal
21.0629,23.8209,6.9796,1.1492,37.268,9.7195,13,Creative-Scientific
13.7714,51.1535,0.9043,0.9043,13.8542,19.4122,3,Creative-Practical
1.41,44.9034,1.41,1.41,49.4565,1.41,3,Creative-Scientific
1.2386,1.2386,1.2386,29.1456,64.0464,3.0921,8,Scientific-Social
48.0719,1.1063,31.6641,1.1063,16.9451,1.1063,6,Logical-Verbal
40.4272,0.9331,0.9331,16.3504,13.8076,27.5486,13,Logical-Practical
3.1652,3.1652,20.4976,3.1652,54.3413,15.6657,6,Scientific-Verbal
24.5333,23.306,14.1624,24.1427,12.5898,1.2659,14,Logical-Social
38.4784,1.2975,28.2451,28.5035,1.2975,2.178,3,Logical-Social
1.3265,1.3265,32.9902,9.8174,35.4795,19.0599,10,Scientific-Verbal
41.9678,1.0545,17.2082,1.0545,6.53,32.1849,5,Logical-Practical
22.0634,16.9724,33.6059,1.6782,24.0019,1.6782,14,Scientific-Verbal
26.8122,28.5983,15.7651,0.995,26.4226,1.4068,5,Creative-Logical
27.825,51.9848,1.36,1.36,14.0906,3.3797,14,Creative-Logical
77.2973,2.633,2.633,2.633,2.633,12.1708,4,Logical-Practical
67.9755,19.0064,1.792,4.1421,1.792,5.292,12,Creative-Logical
27.8516,15.8401,0.9903,0.9903,16.9061,37.4215,4,Logical-Practical
1.5677,21.5279,1.5677,1.5677,52.8559,20.9132,11,Creative-Scientific
20.3617,3.3585,3.3585,48.4796,3.3585,21.083,10,Practical-Social
17.4838,1.3065,10.319,20.7953,43.6977,6.3977,3,Scientific-Social
16.3762,10.722,22.6716,10.2355,39.1078,0.8869,4,Scientific-Verbal
17.519,1.0412,1.0412,34.4571,30.3538,15.5877,12,Scientific-Social
1.5359,52.8667,7.3043,2.1917,1.5359,34.5656,8,Creative-Practical
27.1909,12.3011,16.9415,1.2729,23.1236,19.1701,14,Logical-Scientific
3.0515,14.7394,21.0959,33.6447,17.602,9.8665,11,Social-Verbal
6.0596,11.4667,47.1075,26.1524,1.1251,8.0887,9,Social-Verbal
3.4372,8.7156,48.8434,1.1199,27.37,10.514,3,Scientific-Verbal
11.2086,31.5583,1.3494,7.9196,1.3494,46.6146,3,Creative-Practical
1.2244,23.405,1.2244,32.5207,7.152,34.4735,3,Practical-Social
29.8697,45.8759,17.8006,3.7172,1.3683,1.3683,9,Creative-Logical
1.2758,25.072,37.8702,33.2303,1.2758,1.2758,5,Social-Verbal
31.7927,18.999,1.3196,1.3196,23.8927,22.6764,6,Logical-Scientific
17.6,10.01,1.713,30.0619,1.713,38.9021,8,Practical-Social
37.4092,15.4944,1.01,1.01,22.2149,22.8616,8,Logical-Practical
26.5564,0.7342,7.7947,17.2877,31.2995,16.3275,12,Logical-Scientific
45.1282,17.2694,1.1831,13.396,8.5879,14.4353,9,Creative-Logical
3.1176,57.2597,3.1176,5.6293,3.1176,27.758,11,Creative-Practical
17.1931,28.6291,2.1599,1.389,25.4229,25.2059,6,Creative-Scientific
1.4734,1.4734,1.4734,51.0464,43.0598,1.4734,5,Scientific-Social
13.1383,1.1182,39.6216,19.9396,1.1182,25.0642,13,Practical-Verbal
21.0665,16.0659,10.2103,28.343,15.4849,8.8293,10,Logical-Social
0.8851,20.091,30.0607,32.3732,9.4939,7.0961,9,Social-Verbal
14.7968,21.9257,0.7199,19.8173,16.579,26.1614,12,Creative-Practical
32.5419,1.1081,17.3789,5.3422,9.0371,34.5918,8,Logical-Practical
9.247,12.2339,47.0478,0.9714,24.678,5.8218,5,Scientific-Verbal
5.852,32.2972,21.3426,0.8293,38.8496,0.8293,13,Creative-Scientific
15.509,1.6135,1.6135,5.4948,62.2581,13.5112,13,Logical-Scientific
2.2633,8.4465,18.0073,2.2633,38.5797,30.4398,3,Practical-Scientific
26.9978,1.8905,25.539,32.112,3.403,10.0577,14,Logical-Social
34.3123,5.1527,1.6694,8.1193,35.1303,15.616,14,Logical-Scientific
7.1194,28.5742,1.4436,29.152,27.2366,6.4743,14,Creative-Social
19.5495,21.0621,14.8128,1.1774,42.2207,1.1774,10,Creative-Scientific
7.5124,16.6959,9.2641,16.0256,33.775,16.7269,6,Practical-Scientific
3.4288,28.4908,25.6566,34.6256,5.4711,2.327,5,Creative-Social
48.7035,35.5534,10.4704,1.7576,1.7576,1.7576,13,Creative-Logical
30.8554,1.4458,42.4745,1.4458,1.4458,22.3326,12,Logical-Verbal
1.7862,17.8071,15.8738,39.7172,5.2618,19.554,4,Practical-Social
1.4197,33.6074,13.5274,17.2794,1.4197,32.7464,8,Creative-Practical
11.019,1.7958,20.8764,20.0212,25.0877,21.1999,10,Practical-Scientific
36.9199,19.2313,12.674,3.9889,24.8585,2.3273,10,Logical-Scientific
23.922,12.9123,26.0512,4.1247,11.2261,21.7636,4,Logical-Verbal
18.3412,0.9952,21.7811,37.6317,0.9952,20.2555,5,Social-Verbal
27.3255,0.8823,24.6371,0.8823,42.109,4.1637,5,Logical-Scientific
28.0691,15.4716,9.3993,31.555,14.7613,0.7436,6,Logical-Social
1.9341,46.1181,1.9341,31.0341,1.9341,17.0454,4,Creative-Social
23.6149,2.5278,28.4541,19.1559,14.2721,11.9753,9,Logical-Verbal
20.6824,27.5822,22.4793,8.9493,19.4634,0.8434,13,Creative-Verbal
26.7959,1.045,17.0493,20.1427,1.045,33.9222,14,Logical-Practical
1.4771,1.4771,26.0365,49.1942,1.4771,20.338,4,Social-Verbal
42.8656,3.588,17.2673,34.3539,0.9626,0.9626,12,Logical-Social
24.0433,2.1151,14.5698,2.1151,55.0415,2.1151,13,Logical-Scientific
46.0108,18.7706,1.0824,20.9591,1.0824,12.0948,9,Logical-Social
